personal_star,review,url,title,category,total_star,location,label
5,,https://place.map.kakao.com/15580829,손문 대구막창갈매기살 용산점,"육류,고기",4.1,"서울 용산구
",1
1,평점 알바인가;; 살면서 먹어본 갈매기살중에 가장 맛없었음 갈매기살이 아니고 돼지갈비같음,https://place.map.kakao.com/15580829,손문 대구막창갈매기살 용산점,"육류,고기",4.1,"서울 용산구
",0
4,막국수가 진짜 신의한수,https://place.map.kakao.com/15580829,손문 대구막창갈매기살 용산점,"육류,고기",4.1,"서울 용산구
",1
4,"갈매기살, 돼지막창 먹어봤어요 엄청나게 특별하다 하는 맛은 아니었지만 용산에 왔을 때 양념된 고기가 먹고싶다! 또는 갈매기살과 돼지막창이 먹고싶다! 할 경우에는 이 가게로 와서 먹을거 같아요 ㅋㅋ 갈매기살과 막창이 이미 다 익혀진채로 나와서 먹기도 편했구, 서비스로 주시는 비빔국수와 된장찌개, 기본으로 나오는 미역국까지 전부 맛있었어요 :D  단점이라면 환...",https://place.map.kakao.com/15580829,손문 대구막창갈매기살 용산점,"육류,고기",4.1,"서울 용산구
",1
3,그냥그래요,https://place.map.kakao.com/15580829,손문 대구막창갈매기살 용산점,"육류,고기",4.1,"서울 용산구
",0
1,직원분들이 너무 바쁘고 명성에 비해 맛도 잘 모르겠고 직접 볶는거 귀찮네요,https://place.map.kakao.com/12695795,오근내2닭구이,닭요리,2.9,"서울 용산구
",0
2,맛 자체는 최소 평타이상으로 괜찮습니다.. 다만 웨이팅이 필요하고 손님 수 대비 직원이 많이 부족해서 정신이 없고 서비스가 부족합니다.. 이 점을 고려하면 굳이 찾아갈 이유는 없습니다.  최대 단점은 생고기 상태에서 구울 때까지 안태우려면 손님이 계속 철판을 볶아줘야하는데 엄청 힘들어요... 다 익는데 20분 정도 걸립니다.,https://place.map.kakao.com/12695795,오근내2닭구이,닭요리,2.9,"서울 용산구
",0
3,친절하진 않지만 오랜만에 가니 맛있긴 했음! (자극적이고 기름지지만),https://place.map.kakao.com/12695795,오근내2닭구이,닭요리,2.9,"서울 용산구
",0
4,다른 닭갈비 프랜차이즈랑 비교할 정도로 맛없지는 않음. 다만 간이 너무 셈. 춘천에서 수십번을 닭갈비 먹어봤지만 이렇게 먹기 힘든 곳은 없었음. 먹는 사람이 닭갈비 익히는 내내 주걱들고 바닥 긁어야함. 그래도 서울에서 먹어본 곳중에 손꼽아서 자주옴.,https://place.map.kakao.com/12695795,오근내2닭구이,닭요리,2.9,"서울 용산구
",1
1,손님만 많이 받지 마시고 직원 수도 늘리고 서비스에 좀 더 집중해주세요..메뉴는 누락되고 나중에 온 테이블보다 더 늦게나오고 누군 덜 익었네 먹지 말라하고 누군 다 익었으니 먹지 말라하고 엉망 진창입니다ㅋㅋㅋㅋㅋ맛은 뭐 나쁘진 않았지만 이 서비스 그대로라면 재방문 의사 절대 없어요,https://place.map.kakao.com/12695795,오근내2닭구이,닭요리,2.9,"서울 용산구
",0
5,코스별로 가격대가 있지만 준비가 빠르고 먹기가 편해서 좋습니다.,https://place.map.kakao.com/21360176,기와,한정식,3.6,"서울 용산구
",1
4,,https://place.map.kakao.com/21360176,기와,한정식,3.6,"서울 용산구
",1
4,가격대는 좀 세지만 그만큼 값어치는 해내는 한정식집. 보리굴비 녹차물 말아먹는맛.캬아~~,https://place.map.kakao.com/21360176,기와,한정식,3.6,"서울 용산구
",1
2,상견례때는 좋았어요 창문쪽 큰방에서 조용하고  친절하게 식사했던 기억이 좋았어서 친구들이랑 방문했는데 그땐 별로였어요 가운데 있는 방으로 안내해주셨는데 천장이 뚫려있어서 시끄러웠구요 직원분이 음식 가져다주실때마다 노크도 없이 벌컥벌컥 열고 들어오셔서 놀랬구요 식사다하고 후식주시더니 대화는 밖에 커피 마시는데로 나가서 하라고 자꾸 유도하셨어요 인당 몇만원씩 ...,https://place.map.kakao.com/21360176,기와,한정식,3.6,"서울 용산구
",0
5,,https://place.map.kakao.com/21360176,기와,한정식,3.6,"서울 용산구
",1
1,"일품당프리미엄, 금용문, 기와, 드래곤힐스파, 한옥집? 사장이 다 같은 사람인가 어쩜 리뷰어들 다녀간 곳들 평이 다 같음? ㅋㅋㅋ",https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",0
1,최악중에 최악 의사와 간호사들의 불친절과 실수를 인정하지않는 의사의 태도 정말 최악입니다. ,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",0
5,제대로된 한식코스 맛볼수있는 곳 3만원대 가성비 좋습니다 갈비도나옴,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,동네 친구들과 모임 자주 하는 곳  단독 룸에서 조용히 코스로 먹을 수 있어 좋아요 직원분들이 상냥하게 잘 해주셔서 기분이 좋았습니다 ,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,동생 상견례 컨택하려 미리 방문해봤는데 공간이 다양하고 넓고 음식 괜찮습니다 경험많은 곳이라 그런지 프로페셔널한 접객이 맘에 들어 상견례 진행하기로 결정했어요,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
1,알바가 너무 불친절 하네요 알바때문에 다신 안가요,https://place.map.kakao.com/94635801,중화가정 용산역점,중화요리,3.1,"서울 용산구
",0
1,남자 알바가 너무 싸가지가 없네요;;다신인갈거고 주변사람들한테도 말할거에요,https://place.map.kakao.com/94635801,중화가정 용산역점,중화요리,3.1,"서울 용산구
",0
1,다른건 모르겠고 자장면 만큼은 절대 먹지말것. 태어나서 먹은 자장면 중 최악 중 하나,https://place.map.kakao.com/94635801,중화가정 용산역점,중화요리,3.1,"서울 용산구
",0
1,돈아까워요,https://place.map.kakao.com/94635801,중화가정 용산역점,중화요리,3.1,"서울 용산구
",0
1,비싼 가격에 비해 양이 너무 적고 맛도 별로/카운터 남알바 손님 나 밖에 없는데 짜장면 주문한지 5분도 안 돼 까먹고 나한테 주문했냐고 물어서 단기기억상실증환자인줄 알았더니 여지껏 포스 입력 안 해서 결국 뒤에 온 손님이 주문한 오래 걸리는 볶음밥하고 동시에 나옴/성의없고 지저분하게 엄지손가락 그릇에 푹 담가 한 손으로 줌/반찬 남기지 말라고 셀프로 하는건...,https://place.map.kakao.com/94635801,중화가정 용산역점,중화요리,3.1,"서울 용산구
",0
1,"매운맛은 맛없게 맵기만 하고, 보통은 그냥 달기만 하고.. x스떡볶이가 훨씬나음",https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",0
4,,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",1
3,예전보다 덜 맵고 달아진 감이 있습니다. 김밥은 늦은 시간임에도 촉촉하고 수제순대 꼭 드세요.  튀김에 맥주 곁들였다면 더 높은 점수를 드렸을거예요. 아마도  떡볶이만 조금 아쉬운집,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",0
