"personal_star","review","url","title","category","total_star","location","review_date","label"
"4","엄청난 맛집까지는 아니여도 평타이상은 되었어요~ ","https://place.map.kakao.com/16472635","광고온고을","한식","3.4","서울 노원구
","2022.05.07.","1"
"4","전 괜찮았어요","https://place.map.kakao.com/16472635","광고온고을","한식","3.4","서울 노원구
","2022.03.14.","1"
"3","양 적음 서비스 그적저럭 다시 갈 것 같진 않아요","https://place.map.kakao.com/16472635","광고온고을","한식","3.4","서울 노원구
","2022.02.21.","0"
"4","닭갈비 1인분 11000 치즈사리 3000 치즈떡사리 2000 콩나물국밥 7000 비빔막국수 6500  일단 주차 가능하고, 매장 넓구요. 친절하셨어요. 사리를 굉장히 많이 주시고, (치즈떡과 치즈 모두) 다 볶아주셔서 좋았어요. 콩나물국밥도 맛있었고 막국수도 괜찮았어요(맵찔이에게는 먹다보니 살짝 맵긴 했음) 무난한 닭갈비맛이라 만족했습니다. 고기가 큼직큼...","https://place.map.kakao.com/16472635","광고온고을","한식","3.4","서울 노원구
","2021.06.01.","1"
"1","별 한개도 아까움","https://place.map.kakao.com/16472635","광고온고을","한식","3.4","서울 노원구
","2020.08.21.","0"
"3","사람 많아서 가봤는데 생각보다 엄청 맛있진 않아요. 평범해요.","https://place.map.kakao.com/872257394","라라브레드 공릉점","디저트카페","3.8","서울 노원구
","2022.06.08.","0"
"1","콥샐러드 양이 줄어든거같은데 아닌가 기분탓인가 뭐지   (22.06.05)콥샐러드 그릇 바뀐거 실화냐 ㅋ","https://place.map.kakao.com/872257394","라라브레드 공릉점","디저트카페","3.8","서울 노원구
","2022.06.05.","0"
"5","공릉점만 세번째 방문이에요. 브런치 메뉴 다양하고 저렴하고 맛있어요~ 파스타랑 파니니 다 맛있고 양도 푸짐하게 나와요!  라라브레드 빵 맛있는 건 유명하고요. 친절하고 매장 이용하기도 편해서 자주 가게 되요.","https://place.map.kakao.com/872257394","라라브레드 공릉점","디저트카페","3.8","서울 노원구
","2022.06.04.","1"
"3","동네 괜찮은 빵집이라 생각합니다. 좀더 많은 빵을 먹어보고 평점을 다시 해보고 싶습니다.","https://place.map.kakao.com/872257394","라라브레드 공릉점","디저트카페","3.8","서울 노원구
","2022.05.27.","0"
"5","포장도 가능해서 요즘같은 때에 집에서도 맛있는 브런치를 먹을 수 있어요. 뭘 먹을까 고민하다가 선택한 메뉴들인데 다 대성공이었네요. 뭐 빵이야 말할 필요도 없이 다 맛나요","https://place.map.kakao.com/872257394","라라브레드 공릉점","디저트카페","3.8","서울 노원구
","2022.05.25.","1"
"5","감동식당에서의 첫끼가 ""감동""이었습니다~^^ 좋은 분들과 다시 오겠습니다","https://place.map.kakao.com/1317959049","감동식당","한식","4.9","서울 노원구
","2022.06.09.","1"
"5","등갈비 냄새 하나도 안나고 꿀맛입니다","https://place.map.kakao.com/1317959049","감동식당","한식","4.9","서울 노원구
","2022.06.08.","1"
"5","여기서 매우 멀리 살지만 요새 가장 자주 오는 식당인거 같아요 평일에 배고플때마다 여자친구랑 주말에 여기 가자고 얘기하고 꼭와요 정말 맛있는 맛집!","https://place.map.kakao.com/1317959049","감동식당","한식","4.9","서울 노원구
","2022.06.05.","1"
"5","순한맛 다 떨어져서 보통맛으로 먹었어요.  서비스 주신 치즈사리 왕창 넣으니 맵긴해도 맛있습니다.","https://place.map.kakao.com/1317959049","감동식당","한식","4.9","서울 노원구
","2022.06.05.","1"
"5","진짜 맛있어요! 3번째 먹은 후기 입니다. 고기도 정말 맛있고 메밀전, 밥 다 맛있어요!! 조금 기다려서 먹었지만, 충분히 기다릴만한 맛입니다!! 리필도 엄청 해주셔서 진짜 배부르게 먹구 갑니다. 친절함은 말할 것도 없이 짱짱!!","https://place.map.kakao.com/1317959049","감동식당","한식","4.9","서울 노원구
","2022.06.05.","1"
"5","20.02.22 골목식당 방송 나온거 보고 첫 방문했는데 역시나 사람이 엄청 많더라구요. 여기까지 온 김에 꼭 먹고 가야겠다는 집념으로 ㅋㅋ 2시간 정도 웨이팅 했던거 같습니다. 사장님 중간에 나오셔서 핫팩 나눠주시면 엄청 죄송한 표정이셨네요 ㅠㅠ 음식은 딱 깔끔 그 자체였습니다! 다시 한번 또 방문해야겠습니다~ 리모델링도 새롭게 하셨던데 코시국 잠잠해지면...","https://place.map.kakao.com/16414503","경복식당","한식","4.7","서울 노원구
","2022.05.04.","1"
"3","집밥 좀 먹고싶다할때. 굳이 찾아가서 먹을곳은 아님. ","https://place.map.kakao.com/16414503","경복식당","한식","4.7","서울 노원구
","2022.04.13.","0"
"5","밑에 .이라고 찍힌사람 신고좀 한번씩 해주세요. 프로필들어가보면 최소1000건이상의 별점테러로 멀쩡한가게에 피해를 주고있는 것 같습니다. ","https://place.map.kakao.com/16414503","경복식당","한식","4.7","서울 노원구
","2022.04.08.","1"
"5","기본적으로 돼지갈비, 밑반찬은 다른식당에 가서 먹어보면 항상 강강술래가 낫다는 생각이 든다. 최근에는 맛을 개선했는지 냉면도 맛있어졌다.","https://place.map.kakao.com/18536783","강강술래 상계지점","육류,고기","3.4","서울 노원구
","2022.06.04.","1"
